MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearRemod/Add,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice,logSalePrice,TotalSF,HasAlley,Neighborhood_ord,Conditions_vals,Age,Roof_ord,Bsmt_ord_sum,TotalBath
160,RM,56.98571428571429,2016,4,Lvl,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,304.0,3,3,CBlock,3,3,1,1,0.0,630.0,630.0,3,1,1302,0.0,2,1,3,1,3,6,Typ,0,Detchd,1,2.0,440.0,3,3,0,0,0,0,0,4,2007,WD ,Normal,106000,11.571203807011969,1932.0,0,2.0,1,37,1,9,3.0
160,RM,56.98571428571429,1920,4,Lvl,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,376.0,3,3,CBlock,3,3,1,5,471.0,294.0,765.0,5,1,1365,1.0,1,1,2,1,3,6,Min1,0,Detchd,1,2.0,440.0,3,3,240,1,0,0,0,8,2007,WD ,Normal,122500,11.715874472198905,2130.0,0,2.0,1,36,1,9,3.0
120,RL,72.30699774266365,4928,3,Lvl,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1976,Gable,CompShg,Plywood,Plywood,NA,0.0,3,3,CBlock,4,3,1,5,120.0,958.0,1078.0,3,1,958,0.0,2,0,2,1,3,5,Typ,1,Attchd,2,2.0,440.0,3,3,0,1,0,0,0,2,2007,WD ,Normal,128000,11.759793355371237,2036.0,0,2.0,1,31,1,12,2.0
160,RL,56.98571428571429,2308,4,Lvl,Corner,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,6,1976,Gable,CompShg,Plywood,Brk Cmn,NA,0.0,3,3,CBlock,4,3,1,5,556.0,248.0,804.0,3,1,1548,1.0,2,1,3,1,4,7,Typ,1,Detchd,1,2.0,440.0,3,3,48,0,0,0,0,7,2007,WD ,Normal,155000,11.951186847493476,2352.0,0,2.0,1,31,1,12,4.0
120,RL,56.98571428571429,2304,4,Lvl,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,7,1978,Gable,CompShg,Plywood,Brk Cmn,NA,0.0,3,3,CBlock,4,3,1,6,632.0,423.0,1061.0,3,1,1055,0.0,2,0,2,1,3,4,Typ,0,Attchd,1,1.0,319.0,3,3,108,1,0,0,0,4,2007,WD ,Normal,142500,11.86710429621008,2116.0,0,2.0,1,29,1,12,2.0
20,RL,65.0,7150,4,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,Hip,CompShg,HdBoard,HdBoard,BrkFace,52.0,3,3,CBlock,3,3,1,4,725.0,263.0,988.0,3,1,988,1.0,1,0,3,1,3,5,Typ,0,Detchd,1,1.0,360.0,3,3,0,0,0,0,0,11,2007,WD ,Normal,129250,11.769511529284653,1976.0,0,1.0,1,41,2,9,2.0
20,RL,96.0,12469,4,Lvl,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,Hip,CompShg,VinylSd,VinylSd,Stone,378.0,5,3,PConc,5,3,5,6,1151.0,639.0,1790.0,5,1,1816,1.0,2,0,3,1,5,7,Typ,1,Attchd,3,3.0,730.0,3,3,186,1,0,0,0,8,2007,New,Partial,356000,12.782688818818986,3606.0,0,4.0,1,0,2,75,3.0
20,RL,90.0,11694,4,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,452.0,5,3,PConc,5,3,4,6,48.0,1774.0,1822.0,5,1,1828,0.0,2,0,3,1,4,9,Typ,1,Attchd,1,3.0,774.0,3,3,0,1,0,260,0,7,2007,New,Partial,314813,12.659737267217572,3650.0,0,4.0,1,0,2,60,2.0
20,RL,93.0,12030,4,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,254.0,5,3,PConc,5,3,1,1,0.0,1694.0,1694.0,5,1,1694,0.0,2,0,3,1,4,7,Typ,0,Attchd,3,3.0,818.0,3,3,168,1,0,0,0,12,2007,New,Partial,318000,12.669809806411457,3388.0,0,4.0,1,0,2,15,2.0
20,RL,91.0,11825,4,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,CemntBd,CmentBd,Stone,302.0,4,3,PConc,5,3,3,1,0.0,1694.0,1694.0,5,1,1694,0.0,2,0,3,1,4,7,Typ,1,Attchd,2,3.0,856.0,3,3,0,1,0,0,0,6,2007,New,Partial,322400,12.683551391346773,3388.0,0,4.0,1,0,1,45,2.0
20,RL,93.0,12085,4,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,Hip,CompShg,VinylSd,VinylSd,Stone,328.0,4,3,PConc,5,3,1,6,1004.0,730.0,1734.0,5,1,1734,1.0,2,0,3,1,5,7,Typ,1,Attchd,2,3.0,928.0,3,3,0,0,0,0,0,11,2007,New,Partial,318000,12.669809806411457,3468.0,0,4.0,1,0,2,15,3.0
20,RL,72.30699774266365,14333,4,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,4,3,5,6,1518.0,590.0,2108.0,5,1,2122,1.0,2,1,2,1,4,7,Typ,1,Attchd,3,3.0,938.0,3,3,130,1,0,0,0,11,2007,New,Partial,345474,12.752675560671685,4230.0,0,4.0,1,0,1,60,4.0
20,RL,107.0,14450,4,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,Gable,CompShg,CemntBd,CmentBd,BrkFace,315.0,5,3,PConc,5,3,5,1,0.0,2121.0,2121.0,5,1,2121,0.0,2,1,3,1,5,8,Typ,1,Attchd,3,3.0,732.0,3,3,124,1,0,142,0,5,2007,New,Partial,415298,12.936754021718041,4242.0,0,4.0,1,0,1,75,3.0
60,RL,107.0,13641,4,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,456.0,5,3,PConc,5,3,5,6,1304.0,630.0,1934.0,5,1,2656,1.0,2,1,3,1,5,8,Typ,1,Attchd,2,3.0,1040.0,3,3,268,1,0,0,0,12,2007,New,Partial,492000,13.106236027992704,4590.0,0,4.0,1,0,2,75,4.0
60,RL,72.30699774266365,13440,4,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,190.0,4,3,PConc,5,3,1,1,0.0,1108.0,1108.0,5,1,2550,0.0,2,1,4,1,5,11,Typ,1,BuiltIn,3,3.0,670.0,3,3,120,1,0,0,0,3,2007,New,Partial,338931,12.733554776271227,3658.0,0,4.0,1,0,2,15,3.0
20,RL,105.0,15431,4,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,400.0,5,3,PConc,5,3,5,6,1430.0,564.0,1994.0,5,1,2046,1.0,2,1,2,1,5,7,Typ,1,Attchd,3,3.0,878.0,3,3,188,1,0,175,0,8,2007,WD ,Normal,450000,13.017005083966255,4040.0,0,4.0,1,1,2,75,4.0
60,RL,109.0,14154,4,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,4,3,PConc,5,4,1,1,0.0,1063.0,1063.0,5,1,2172,0.0,2,1,3,1,4,9,Typ,1,Attchd,2,3.0,947.0,3,3,192,1,0,0,0,8,2007,New,Partial,280000,12.54254845357358,3235.0,0,4.0,1,1,1,20,3.0
20,RL,107.0,13891,4,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,Hip,CompShg,VinylSd,VinylSd,Stone,456.0,5,3,PConc,5,3,5,6,1812.0,740.0,2552.0,5,1,2552,1.0,2,0,3,1,5,8,Typ,1,Attchd,3,3.0,932.0,3,3,130,1,0,0,0,10,2007,New,Partial,479069,13.079602003503023,5104.0,0,4.0,1,0,2,75,3.0
20,RL,72.30699774266365,14226,4,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,4,3,PConc,4,3,4,1,0.0,1935.0,1935.0,4,1,1973,0.0,2,0,3,1,4,9,Typ,1,Attchd,3,3.0,895.0,3,3,315,1,0,0,0,7,2007,New,Partial,395000,12.886643575525625,3908.0,0,4.0,1,1,2,48,2.0
60,RL,105.0,13693,4,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,772.0,5,3,PConc,4,3,4,1,0.0,2153.0,2153.0,5,1,2643,0.0,2,1,3,1,5,9,Typ,1,BuiltIn,3,3.0,694.0,3,3,414,1,0,0,0,3,2007,WD ,Normal,380000,12.847929163278053,4796.0,0,4.0,1,1,2,48,3.0
20,RL,98.0,11428,3,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,Gable,CompShg,VinylSd,VinylSd,Stone,248.0,4,3,PConc,4,3,1,1,0.0,1626.0,1626.0,5,1,1634,0.0,2,0,3,1,4,7,Typ,1,Attchd,2,3.0,866.0,3,3,0,1,0,0,0,5,2007,WD ,Normal,250000,12.429220196836383,3260.0,0,4.0,1,1,1,12,2.0
20,RL,72.30699774266365,14977,3,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,304.0,4,3,PConc,5,3,5,6,1350.0,626.0,1976.0,5,1,1976,1.0,2,0,2,1,4,7,Typ,1,Attchd,2,3.0,908.0,3,3,250,1,0,0,0,7,2007,New,Partial,440000,12.994532278619134,3952.0,0,4.0,1,0,1,75,3.0
60,RL,65.1647564469914,13654,3,Lvl,CulDSac,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,365.0,4,3,PConc,5,3,5,1,0.0,1704.0,1704.0,5,1,2758,0.0,2,1,4,1,5,9,Typ,1,BuiltIn,3,3.0,814.0,3,3,282,1,0,0,0,5,2007,WD ,Normal,418000,12.94323910384853,4462.0,0,4.0,1,1,1,75,3.0
20,RL,59.0,17169,2,Lvl,CulDSac,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,970.0,5,3,PConc,5,3,4,6,1684.0,636.0,2320.0,5,1,2290,2.0,2,1,2,1,5,7,Typ,1,Attchd,3,3.0,1174.0,3,3,192,1,0,0,0,8,2007,New,Partial,500067,13.122499368157166,4610.0,0,4.0,1,0,2,60,5.0
60,RL,134.0,16659,3,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2008,Gable,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,4,3,1,1,0.0,1582.0,1582.0,5,1,2152,0.0,2,1,3,1,4,7,Typ,1,Detchd,1,2.0,728.0,3,3,0,1,0,0,0,6,2007,New,Partial,260116,12.468886808778029,3734.0,0,4.0,1,-1,1,12,3.0
60,RL,76.0,9591,4,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,4,3,PConc,5,3,4,1,0.0,1143.0,1143.0,5,1,2473,0.0,2,1,4,1,4,9,Typ,1,BuiltIn,2,3.0,852.0,3,3,192,1,0,0,0,10,2007,WD ,Normal,317000,12.666660207428574,3616.0,0,4.0,1,2,1,60,3.0
60,RL,82.0,9709,3,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,Stone,120.0,5,3,PConc,5,3,5,6,778.0,140.0,918.0,5,1,2100,1.0,2,1,3,1,5,8,Typ,1,BuiltIn,3,3.0,786.0,3,3,172,1,0,0,0,9,2007,New,Partial,319500,12.674515682685282,3018.0,0,4.0,1,0,1,75,4.0
60,RL,72.30699774266365,10562,4,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,Stone,300.0,4,3,PConc,5,3,1,6,1288.0,294.0,1582.0,5,1,2161,1.0,1,1,3,1,5,8,Typ,1,Attchd,3,3.0,789.0,3,3,178,1,0,0,0,11,2007,New,Partial,325624,12.693501691489768,3743.0,0,4.0,1,0,1,15,3.0
20,RL,94.0,13615,3,HLS,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,Hip,CompShg,MetalSd,MetalSd,Stone,510.0,5,3,PConc,5,3,5,1,0.0,1802.0,1802.0,5,1,1802,0.0,2,1,3,1,5,7,Typ,1,Attchd,3,3.0,843.0,3,3,158,1,0,0,0,6,2007,WD ,Normal,372000,12.826651821423713,3604.0,0,4.0,1,1,2,75,3.0
60,RL,86.31818181818181,13069,3,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,502.0,4,3,PConc,4,3,4,1,0.0,1706.0,1706.0,5,1,2956,0.0,2,1,5,1,5,11,Typ,1,BuiltIn,2,3.0,916.0,3,3,194,1,0,0,0,8,2007,WD ,Normal,342000,12.742568940017076,4662.0,0,4.0,1,3,1,48,3.0
60,RL,86.31818181818181,12099,3,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,388.0,4,3,PConc,5,3,4,6,970.0,166.0,1136.0,5,1,2468,1.0,2,1,4,1,4,10,Typ,1,BuiltIn,3,3.0,872.0,3,3,184,1,0,0,0,6,2007,WD ,Normal,354000,12.777055016970678,3604.0,0,4.0,1,3,1,60,4.0
60,RL,72.30699774266365,14277,4,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,280.0,4,3,PConc,5,3,3,6,938.0,379.0,1317.0,5,1,2385,1.0,2,1,3,1,4,7,Typ,1,Attchd,3,3.0,818.0,3,3,192,1,0,0,0,1,2007,WD ,Normal,350000,12.765691290604371,3702.0,0,4.0,1,4,1,45,4.0
60,RL,93.0,11999,4,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,340.0,4,3,PConc,4,3,1,1,0.0,1181.0,1181.0,5,1,2374,0.0,2,1,4,1,5,10,Typ,1,BuiltIn,3,3.0,656.0,3,3,104,1,0,0,0,5,2007,WD ,Normal,285000,12.560247968016562,3555.0,0,4.0,1,3,2,12,3.0
60,RL,65.1647564469914,12568,4,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,Hip,CompShg,VinylSd,VinylSd,Stone,246.0,4,3,PConc,5,3,4,6,669.0,226.0,895.0,5,1,1818,1.0,2,1,3,1,5,8,Typ,1,Attchd,3,3.0,774.0,3,3,196,1,0,0,0,8,2007,New,Partial,281500,12.547891278953442,2713.0,0,4.0,1,0,2,60,4.0
20,RL,70.0,9926,3,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,4,3,PConc,4,3,3,6,1178.0,436.0,1614.0,5,1,1614,1.0,2,0,3,1,4,7,Typ,0,Attchd,2,3.0,878.0,3,3,100,1,0,0,0,5,2007,WD ,Normal,245700,12.411870628505058,3228.0,0,4.0,1,1,1,36,3.0
20,RL,71.0,9254,3,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,4,3,PConc,4,3,1,6,119.0,1602.0,1721.0,5,1,1721,1.0,2,0,3,1,4,7,Typ,0,Attchd,2,2.0,554.0,3,3,168,1,0,0,0,1,2007,WD ,Normal,232698,12.35750105190255,3442.0,0,4.0,1,2,1,12,3.0
60,RL,92.0,10732,3,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,4,3,1,1,0.0,1298.0,1298.0,5,1,1828,0.0,2,1,3,1,4,7,Typ,0,BuiltIn,2,3.0,876.0,3,3,0,1,0,0,0,2,2007,New,Partial,250000,12.429220196836383,3126.0,0,4.0,1,0,1,12,3.0
120,RL,61.0,7577,3,Lvl,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,4,3,PConc,4,3,4,5,20.0,1342.0,1362.0,5,1,1362,0.0,2,0,2,1,4,6,Typ,1,Attchd,2,2.0,460.0,3,3,192,1,0,0,0,6,2007,WD ,Normal,194700,12.179220327453931,2724.0,0,4.0,1,1,1,48,2.0
120,RL,34.0,3901,4,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2006,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,4,3,PConc,4,3,4,5,866.0,436.0,1302.0,5,1,1302,1.0,1,1,1,1,4,5,Typ,1,Attchd,2,2.0,631.0,3,3,110,1,0,0,0,8,2007,New,Partial,204000,12.225880174775122,2604.0,0,4.0,1,1,1,48,3.0
120,RL,34.0,3903,4,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2006,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,4,3,PConc,4,3,4,5,1030.0,272.0,1302.0,5,1,1302,1.0,1,1,1,1,4,5,Typ,1,Attchd,2,2.0,631.0,3,3,110,1,0,0,0,5,2007,WD ,Normal,200000,12.206077645517674,2604.0,0,4.0,1,1,1,48,3.0
120,RL,41.0,6289,3,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,4,3,PConc,4,3,4,5,762.0,600.0,1362.0,5,1,1362,1.0,2,0,2,1,4,6,Typ,1,Attchd,2,2.0,460.0,3,3,192,1,0,0,0,6,2007,WD ,Normal,207000,12.240478903153711,2724.0,0,4.0,1,1,1,48,3.0
120,RL,34.0,4590,4,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,8,5,2006,Gable,CompShg,VinylSd,VinylSd,Stone,108.0,4,3,PConc,4,4,3,6,24.0,1530.0,1554.0,5,1,1554,0.0,2,0,2,1,4,6,Typ,1,Attchd,2,2.0,627.0,3,3,156,1,0,0,0,8,2007,WD ,Normal,209500,12.252483791602627,3108.0,0,4.0,1,1,1,48,2.0
120,RL,34.0,4590,4,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,8,5,2006,Gable,CompShg,VinylSd,VinylSd,Stone,108.0,4,3,PConc,4,4,3,6,24.0,1530.0,1554.0,5,1,1554,0.0,2,0,2,1,4,6,Typ,1,Attchd,2,2.0,627.0,3,3,156,1,0,0,0,5,2007,CWD,Normal,209500,12.252483791602627,3108.0,0,4.0,1,1,1,48,2.0
120,RL,44.0,6442,3,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,4,3,PConc,4,4,3,6,24.0,1346.0,1370.0,5,1,1370,0.0,2,0,2,1,4,6,Typ,1,Attchd,2,2.0,484.0,3,3,120,1,0,0,0,10,2007,WD ,Normal,202500,12.218500103788143,2740.0,0,4.0,1,1,1,48,2.0
120,RL,48.0,7841,3,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,394.0,5,3,PConc,5,3,1,6,848.0,729.0,1577.0,5,1,1577,1.0,2,0,2,1,5,6,Typ,1,Attchd,2,2.0,564.0,3,3,203,1,0,0,0,5,2007,WD ,Normal,280000,12.54254845357358,3154.0,0,4.0,1,2,2,15,3.0
120,RL,60.0,7313,4,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,246.0,5,3,PConc,5,3,1,6,1153.0,408.0,1561.0,5,1,1561,1.0,2,0,2,1,5,6,Typ,1,Attchd,3,2.0,556.0,3,3,203,1,0,0,0,8,2007,WD ,Normal,277500,12.533579815765737,3122.0,0,4.0,1,2,2,15,3.0
120,RL,68.0,7820,3,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,362.0,5,3,PConc,5,3,1,1,0.0,1869.0,1869.0,5,1,1869,0.0,2,0,2,1,5,6,Typ,1,Attchd,2,2.0,617.0,3,3,210,1,0,0,0,12,2007,New,Partial,318061,12.670001611311875,3738.0,0,4.0,1,0,2,15,2.0
120,RL,48.0,6240,4,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,4,3,PConc,4,3,1,6,24.0,1300.0,1324.0,5,1,1324,0.0,2,0,2,1,4,6,Typ,1,Attchd,3,2.0,550.0,3,3,0,1,0,0,0,9,2007,New,Partial,221370,12.307595306034257,2648.0,0,4.0,1,1,2,12,2.0
120,RL,48.0,3242,4,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,235.0,4,3,PConc,4,3,1,6,1000.0,405.0,1405.0,5,1,1405,1.0,2,0,2,1,4,6,Typ,1,Attchd,2,2.0,478.0,3,3,136,1,0,0,0,3,2007,WD ,Normal,200000,12.206077645517674,2810.0,0,4.0,1,4,1,12,3.0
60,RL,59.0,15810,3,Lvl,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2007,Gable,CompShg,VinylSd,VinylSd,NA,0.0,4,3,CBlock,4,3,1,1,0.0,768.0,768.0,5,1,1496,0.0,3,0,3,1,4,7,Typ,0,Attchd,1,2.0,572.0,3,3,100,0,0,0,0,5,2007,New,Partial,181755,12.110420407230512,2264.0,0,3.0,0,0,1,12,3.0
60,RL,65.0,10237,4,Lvl,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2006,Gable,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,4,3,1,1,0.0,768.0,768.0,5,1,1536,0.0,2,1,3,1,4,6,Typ,1,Attchd,3,2.0,400.0,3,3,100,1,0,0,0,6,2007,WD ,Normal,176000,12.07824495582233,2304.0,0,3.0,0,1,1,12,3.0
60,RL,65.0,10237,4,Lvl,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2007,Gable,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,4,3,1,1,0.0,783.0,783.0,5,1,1484,0.0,2,1,3,1,4,8,Typ,1,Attchd,3,2.0,393.0,3,3,0,1,0,0,0,7,2007,New,Partial,178900,12.094587859196112,2267.0,0,3.0,0,0,1,12,3.0
60,RL,56.98571428571429,13204,3,Lvl,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2007,Gable,CompShg,VinylSd,VinylSd,Stone,44.0,3,3,PConc,4,3,1,1,0.0,608.0,608.0,5,1,1458,0.0,2,0,3,1,4,6,Typ,0,BuiltIn,3,2.0,454.0,3,3,100,1,0,0,0,5,2007,New,Partial,168165,12.032706865778723,2066.0,0,3.0,0,0,1,12,2.0
60,RL,62.0,8857,3,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,Gable,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,4,3,1,1,0.0,738.0,738.0,5,1,1495,0.0,2,1,3,1,4,7,Typ,1,Attchd,2,2.0,440.0,3,3,100,1,0,0,0,3,2007,New,Partial,171925,12.054819430660869,2233.0,0,3.0,1,1,1,12,3.0
60,RL,63.0,9729,3,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2007,Gable,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,4,3,1,1,0.0,698.0,698.0,5,1,1746,1.0,2,1,3,1,4,6,Typ,1,BuiltIn,1,3.0,350.0,3,3,0,1,0,0,0,6,2007,New,Partial,198444,12.198267262630514,2444.0,0,3.0,1,0,1,12,4.0
20,RL,93.66129032258064,12216,3,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,2005,Gable,CompShg,VinylSd,VinylSd,NA,0.0,3,3,PConc,4,3,4,6,918.0,408.0,1326.0,5,1,1326,1.0,2,0,3,1,4,6,Typ,0,Attchd,3,2.0,388.0,3,3,120,1,0,0,0,6,2007,WD ,Normal,203000,12.220966184120165,2652.0,0,3.0,1,2,1,48,3.0
60,RL,65.0,9018,3,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2007,Hip,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,4,3,4,1,0.0,728.0,728.0,5,1,1456,0.0,2,1,3,1,4,8,Typ,1,Attchd,3,2.0,400.0,3,3,100,1,0,0,0,7,2007,New,Partial,179540,12.09815887308463,2184.0,0,3.0,1,0,2,48,3.0
20,RL,73.0,8993,3,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,Gable,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,4,3,4,1,0.0,1302.0,1302.0,5,1,1302,0.0,2,0,3,1,4,6,Typ,0,Attchd,3,2.0,436.0,3,3,0,1,0,0,0,8,2007,New,Partial,176485,12.080996832096167,2604.0,0,3.0,1,0,1,48,2.0
20,RL,73.0,8899,3,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,Gable,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,4,3,4,6,24.0,1316.0,1340.0,5,1,1340,0.0,2,0,3,1,4,6,Typ,0,Attchd,3,2.0,396.0,3,3,100,1,0,0,0,8,2007,New,Partial,181134,12.106997888588934,2680.0,0,3.0,1,0,1,48,2.0
60,RL,73.0,8499,3,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2007,Gable,CompShg,VinylSd,VinylSd,NA,0.0,3,3,PConc,4,3,1,1,0.0,616.0,616.0,5,1,1412,0.0,2,1,3,1,4,6,Typ,1,BuiltIn,3,2.0,432.0,3,3,0,1,0,0,0,3,2007,New,Partial,156932,11.963574241653713,2028.0,0,3.0,1,0,1,12,3.0
